telemetry.time,deviceId,telemetry.co2,enqueuedTime
2022-09-29T06:33:27.0000000,DA00110041,465,2022-09-29T06:45:18.0000000
2022-09-29T06:34:42.0000000,DA00110041,470,2022-09-29T06:45:18.0000000
2022-09-29T06:32:14.0000000,DA00110041,461,2022-09-29T06:45:17.0000000
2022-09-29T06:44:11.0000000,DA00110037,434,2022-09-29T06:45:15.0000000
2022-09-29T06:42:54.0000000,DA00110037,453,2022-09-29T06:45:15.0000000
2022-09-29T06:41:49.0000000,DA00110037,430,2022-09-29T06:45:14.0000000
2022-09-29T06:40:31.0000000,DA00110037,419,2022-09-29T06:45:14.0000000
2022-09-29T06:38:09.0000000,DA00110037,426,2022-09-29T06:45:14.0000000
2022-09-29T06:39:15.0000000,DA00110037,442,2022-09-29T06:45:14.0000000
2022-09-29T06:36:54.0000000,DA00110037,420,2022-09-29T06:45:14.0000000
2022-09-29T06:40:26.0000000,DA00110049,456,2022-09-29T06:45:11.0000000
2022-09-29T06:39:08.0000000,DA00110049,456,2022-09-29T06:45:11.0000000
2022-09-29T06:35:48.0000000,DA00110037,431,2022-09-29T06:45:14.0000000
2022-09-29T06:33:14.0000000,DA00110037,430,2022-09-29T06:45:14.0000000
2022-09-29T06:34:31.0000000,DA00110037,414,2022-09-29T06:45:14.0000000
2022-09-29T06:32:07.0000000,DA00110037,433,2022-09-29T06:45:14.0000000
2022-09-29T06:30:52.0000000,DA00110037,415,2022-09-29T06:45:14.0000000
2022-09-29T06:39:23.0000000,DA00110036,454,2022-09-29T06:45:13.0000000
2022-09-29T06:41:47.0000000,DA00110036,456,2022-09-29T06:45:13.0000000
2022-09-29T06:40:41.0000000,DA00110036,456,2022-09-29T06:45:13.0000000
2022-09-29T06:38:17.0000000,DA00110036,443,2022-09-29T06:45:13.0000000
2022-09-29T06:44:04.0000000,DA00110035,443,2022-09-29T06:45:12.0000000
2022-09-29T06:34:40.0000000,DA00110036,456,2022-09-29T06:45:13.0000000
2022-09-29T06:37:00.0000000,DA00110036,436,2022-09-29T06:45:13.0000000
2022-09-29T06:35:47.0000000,DA00110036,443,2022-09-29T06:45:13.0000000
2022-09-29T06:32:17.0000000,DA00110036,438,2022-09-29T06:45:12.0000000
2022-09-29T06:33:24.0000000,DA00110036,452,2022-09-29T06:45:13.0000000
2022-09-29T06:42:57.0000000,DA00110035,428,2022-09-29T06:45:12.0000000
2022-09-29T06:41:44.0000000,DA00110035,429,2022-09-29T06:45:12.0000000
2022-09-29T06:40:28.0000000,DA00110035,447,2022-09-29T06:45:12.0000000
2022-09-29T06:31:00.0000000,DA00110036,435,2022-09-29T06:45:12.0000000
2022-09-29T06:32:18.0000000,DA00110035,449,2022-09-29T06:45:12.0000000
2022-09-29T06:33:32.0000000,DA00110035,435,2022-09-29T06:45:12.0000000
2022-09-29T06:34:37.0000000,DA00110035,459,2022-09-29T06:45:12.0000000
2022-09-29T06:31:10.0000000,DA00110035,446,2022-09-29T06:45:11.0000000
2022-09-29T06:44:30.0000000,DA00110033,440,2022-09-29T06:45:10.0000000
2022-09-29T06:35:40.0000000,DA00110049,461,2022-09-29T06:45:11.0000000
2022-09-29T06:38:02.0000000,DA00110049,456,2022-09-29T06:45:11.0000000
2022-09-29T06:36:45.0000000,DA00110049,447,2022-09-29T06:45:11.0000000
2022-09-29T06:34:21.0000000,DA00110049,439,2022-09-29T06:45:11.0000000
2022-09-29T06:33:03.0000000,DA00110049,447,2022-09-29T06:45:11.0000000
2022-09-29T06:31:57.0000000,DA00110049,443,2022-09-29T06:45:11.0000000
2022-09-29T06:30:39.0000000,DA00110049,455,2022-09-29T06:45:11.0000000
2022-09-29T06:43:15.0000000,DA00110033,432,2022-09-29T06:45:10.0000000
2022-09-29T06:42:10.0000000,DA00110033,442,2022-09-29T06:45:10.0000000
2022-09-29T06:40:56.0000000,DA00110033,438,2022-09-29T06:45:10.0000000
2022-09-29T06:39:42.0000000,DA00110033,444,2022-09-29T06:45:10.0000000
2022-09-29T06:36:16.0000000,DA00110033,432,2022-09-29T06:45:10.0000000
2022-09-29T06:38:36.0000000,DA00110033,435,2022-09-29T06:45:10.0000000
2022-09-29T06:37:22.0000000,DA00110033,432,2022-09-29T06:45:10.0000000
2022-09-29T06:35:02.0000000,DA00110033,436,2022-09-29T06:45:10.0000000
2022-09-29T06:33:56.0000000,DA00110033,428,2022-09-29T06:45:10.0000000
2022-09-29T06:31:27.0000000,DA00110033,431,2022-09-29T06:45:09.0000000
2022-09-29T06:32:42.0000000,DA00110033,440,2022-09-29T06:45:09.0000000
2022-09-29T06:44:06.0000000,DA00130001,442,2022-09-29T06:45:06.0000000
2022-09-29T06:32:04.0000000,DA00110032,442,2022-09-29T06:45:09.0000000
2022-09-29T06:30:22.0000000,DA00110033,440,2022-09-29T06:45:09.0000000
2022-09-29T06:33:45.0000000,DA00130003,450,2022-09-29T06:45:06.0000000
2022-09-29T06:44:31.0000000,DA00110031,475,2022-09-29T06:45:07.0000000
2022-09-29T06:33:53.0000000,DA00130004,476,2022-09-29T06:45:06.0000000
2022-09-29T06:42:03.0000000,DA00110031,453,2022-09-29T06:45:06.0000000
2022-09-29T06:37:21.0000000,DA00110031,452,2022-09-29T06:45:06.0000000
2022-09-29T06:39:43.0000000,DA00110031,447,2022-09-29T06:45:06.0000000
2022-09-29T06:38:38.0000000,DA00110031,441,2022-09-29T06:45:06.0000000
2022-09-29T06:43:17.0000000,DA00110031,477,2022-09-29T06:45:07.0000000
2022-09-29T06:40:57.0000000,DA00110031,439,2022-09-29T06:45:06.0000000
2022-09-29T06:32:37.0000000,DA00130003,447,2022-09-29T06:45:06.0000000
2022-09-29T06:42:52.0000000,DA00130001,434,2022-09-29T06:45:06.0000000
2022-09-29T06:41:46.0000000,DA00130001,444,2022-09-29T06:45:06.0000000
2022-09-29T06:39:26.0000000,DA00130001,444,2022-09-29T06:45:05.0000000
2022-09-29T06:40:32.0000000,DA00130001,452,2022-09-29T06:45:05.0000000
2022-09-29T06:38:12.0000000,DA00130001,421,2022-09-29T06:45:05.0000000
2022-09-29T06:36:58.0000000,DA00130001,425,2022-09-29T06:45:05.0000000
2022-09-29T06:35:52.0000000,DA00130001,442,2022-09-29T06:45:05.0000000
2022-09-29T06:33:33.0000000,DA00130001,437,2022-09-29T06:45:05.0000000
2022-09-29T06:34:38.0000000,DA00130001,448,2022-09-29T06:45:05.0000000
2022-09-29T06:32:18.0000000,DA00130001,422,2022-09-29T06:45:05.0000000
2022-09-29T06:31:05.0000000,DA00130001,432,2022-09-29T06:45:05.0000000
2022-09-29T06:29:23.0000000,DA00110034,437,2022-09-29T06:30:36.0000000
2022-09-29T06:28:18.0000000,DA00110034,440,2022-09-29T06:30:36.0000000
2022-09-29T06:25:46.0000000,DA00110034,431,2022-09-29T06:30:36.0000000
2022-09-29T06:27:02.0000000,DA00110034,431,2022-09-29T06:30:36.0000000
2022-09-29T06:24:40.0000000,DA00110034,432,2022-09-29T06:30:35.0000000
2022-09-29T06:23:22.0000000,DA00110034,433,2022-09-29T06:30:35.0000000
2022-09-29T06:15:04.0000000,DA00110034,430,2022-09-29T06:30:35.0000000
2022-09-29T06:16:21.0000000,DA00110034,430,2022-09-29T06:30:35.0000000
2022-09-29T06:17:26.0000000,DA00110034,436,2022-09-29T06:30:35.0000000
2022-09-29T06:28:34.0000000,AMNO-03,416,2022-09-29T06:30:33.0000000
2022-09-29T06:26:11.0000000,AMNO-03,402,2022-09-29T06:30:32.0000000
2022-09-29T06:27:23.0000000,AMNO-03,399,2022-09-29T06:30:33.0000000
2022-09-29T06:25:00.0000000,AMNO-03,406,2022-09-29T06:30:32.0000000
2022-09-29T06:21:25.0000000,AMNO-03,403,2022-09-29T06:30:32.0000000
2022-09-29T06:22:37.0000000,AMNO-03,402,2022-09-29T06:30:32.0000000
2022-09-29T06:23:48.0000000,AMNO-03,405,2022-09-29T06:30:32.0000000
2022-09-29T06:20:14.0000000,AMNO-03,411,2022-09-29T06:30:32.0000000
2022-09-29T06:15:27.0000000,AMNO-03,397,2022-09-29T06:30:32.0000000
2022-09-29T06:19:02.0000000,AMNO-03,405,2022-09-29T06:30:32.0000000
2022-09-29T06:16:39.0000000,AMNO-03,402,2022-09-29T06:30:32.0000000
2022-09-29T06:17:51.0000000,AMNO-03,405,2022-09-29T06:30:32.0000000
2022-09-29T06:26:11.0000000,AMNO-01,392,2022-09-29T06:30:29.0000000
2022-09-29T06:27:23.0000000,AMNO-01,398,2022-09-29T06:30:29.0000000
2022-09-29T06:28:34.0000000,AMNO-01,401,2022-09-29T06:30:29.0000000
2022-09-29T06:25:00.0000000,AMNO-01,394,2022-09-29T06:30:29.0000000
2022-09-29T06:23:48.0000000,AMNO-01,385,2022-09-29T06:30:29.0000000
2022-09-29T06:21:25.0000000,AMNO-01,392,2022-09-29T06:30:28.0000000
2022-09-29T06:22:37.0000000,AMNO-01,395,2022-09-29T06:30:29.0000000
2022-09-29T06:20:13.0000000,AMNO-01,397,2022-09-29T06:30:28.0000000
2022-09-29T06:29:23.0000000,DA00110047,430,2022-09-29T06:30:25.0000000
2022-09-29T06:19:02.0000000,AMNO-01,384,2022-09-29T06:30:28.0000000
2022-09-29T06:17:50.0000000,AMNO-01,397,2022-09-29T06:30:28.0000000
2022-09-29T06:16:39.0000000,AMNO-01,390,2022-09-29T06:30:28.0000000
2022-09-29T06:15:27.0000000,AMNO-01,382,2022-09-29T06:30:28.0000000
2022-09-29T06:28:10.0000000,DA00110047,441,2022-09-29T06:30:25.0000000
2022-09-29T06:26:56.0000000,DA00110047,437,2022-09-29T06:30:25.0000000
2022-09-29T06:25:48.0000000,DA00110047,442,2022-09-29T06:30:25.0000000
2022-09-29T06:24:34.0000000,DA00110047,432,2022-09-29T06:30:25.0000000
2022-09-29T06:22:15.0000000,DA00110047,420,2022-09-29T06:30:25.0000000
2022-09-29T06:23:28.0000000,DA00110047,437,2022-09-29T06:30:25.0000000
2022-09-29T06:21:09.0000000,DA00110047,431,2022-09-29T06:30:25.0000000
2022-09-29T06:19:55.0000000,DA00110047,435,2022-09-29T06:30:25.0000000
2022-09-29T06:18:41.0000000,DA00110047,437,2022-09-29T06:30:24.0000000
2022-09-29T06:17:34.0000000,DA00110047,427,2022-09-29T06:30:24.0000000
2022-09-29T06:16:21.0000000,DA00110047,427,2022-09-29T06:30:24.0000000
2022-09-29T06:26:52.0000000,DA00110045,434,2022-09-29T06:30:22.0000000
2022-09-29T06:15:16.0000000,DA00110047,422,2022-09-29T06:30:24.0000000
2022-09-29T06:25:34.0000000,DA00110045,443,2022-09-29T06:30:21.0000000
2022-09-29T06:16:12.0000000,DA00100001,432,2022-09-29T06:30:22.0000000
2022-09-29T06:21:46.0000000,DA00110044,422,2022-09-29T06:30:21.0000000
2022-09-29T06:18:28.0000000,DA00110045,435,2022-09-29T06:30:21.0000000
2022-09-29T06:19:35.0000000,DA00110045,429,2022-09-29T06:30:21.0000000
2022-09-29T06:15:52.0000000,DA00110045,439,2022-09-29T06:30:21.0000000
2022-09-29T06:17:10.0000000,DA00110045,443,2022-09-29T06:30:21.0000000
2022-09-29T06:29:11.0000000,DA00110043,446,2022-09-29T06:30:18.0000000
2022-09-29T06:25:46.0000000,DA00110043,437,2022-09-29T06:30:18.0000000
2022-09-29T06:24:31.0000000,DA00110043,434,2022-09-29T06:30:18.0000000
2022-09-29T06:26:51.0000000,DA00110043,444,2022-09-29T06:30:18.0000000
2022-09-29T06:28:06.0000000,DA00110043,436,2022-09-29T06:30:18.0000000
2022-09-29T06:23:15.0000000,DA00110043,437,2022-09-29T06:30:18.0000000
2022-09-29T06:22:10.0000000,DA00110043,437,2022-09-29T06:30:18.0000000
2022-09-29T06:20:55.0000000,DA00110043,436,2022-09-29T06:30:18.0000000
2022-09-29T06:19:50.0000000,DA00110043,426,2022-09-29T06:30:18.0000000
2022-09-29T06:18:37.0000000,DA00110043,430,2022-09-29T06:30:18.0000000
2022-09-29T06:17:22.0000000,DA00110043,426,2022-09-29T06:30:18.0000000
2022-09-29T06:26:22.0000000,DA00110041,444,2022-09-29T06:30:17.0000000
2022-09-29T06:25:16.0000000,DA00110041,442,2022-09-29T06:30:17.0000000
2022-09-29T06:24:02.0000000,DA00110041,435,2022-09-29T06:30:17.0000000
2022-09-29T06:22:57.0000000,DA00110041,447,2022-09-29T06:30:17.0000000
2022-09-29T06:15:02.0000000,DA00110043,437,2022-09-29T06:30:17.0000000
2022-09-29T06:16:17.0000000,DA00110043,437,2022-09-29T06:30:17.0000000
2022-09-29T06:21:42.0000000,DA00110041,436,2022-09-29T06:30:17.0000000
2022-09-29T06:20:37.0000000,DA00110041,432,2022-09-29T06:30:17.0000000
2022-09-29T06:19:23.0000000,DA00110041,436,2022-09-29T06:30:16.0000000
2022-09-29T06:18:08.0000000,DA00110041,444,2022-09-29T06:30:16.0000000
2022-09-29T06:17:03.0000000,DA00110041,436,2022-09-29T06:30:16.0000000
2022-09-29T06:23:48.0000000,DA00110037,425,2022-09-29T06:30:16.0000000
2022-09-29T06:24:53.0000000,DA00110037,438,2022-09-29T06:30:16.0000000
2022-09-29T06:21:14.0000000,DA00110037,420,2022-09-29T06:30:16.0000000
2022-09-29T06:22:30.0000000,DA00110037,430,2022-09-29T06:30:16.0000000
2022-09-29T06:20:08.0000000,DA00110037,412,2022-09-29T06:30:16.0000000
2022-09-29T06:28:39.0000000,DA00110036,428,2022-09-29T06:30:15.0000000
2022-09-29T06:15:48.0000000,DA00110041,425,2022-09-29T06:30:16.0000000
2022-09-29T06:18:50.0000000,DA00110037,411,2022-09-29T06:30:16.0000000
2022-09-29T06:17:45.0000000,DA00110037,434,2022-09-29T06:30:16.0000000
2022-09-29T06:16:29.0000000,DA00110037,415,2022-09-29T06:30:16.0000000
2022-09-29T06:15:13.0000000,DA00110037,422,2022-09-29T06:30:15.0000000
2022-09-29T06:27:23.0000000,DA00110036,439,2022-09-29T06:30:15.0000000
2022-09-29T06:26:16.0000000,DA00110036,456,2022-09-29T06:30:15.0000000
2022-09-29T06:22:39.0000000,DA00110036,441,2022-09-29T06:30:15.0000000
2022-09-29T06:25:00.0000000,DA00110036,418,2022-09-29T06:30:15.0000000
2022-09-29T06:23:45.0000000,DA00110036,448,2022-09-29T06:30:15.0000000
2022-09-29T06:21:21.0000000,DA00110036,437,2022-09-29T06:30:14.0000000
2022-09-29T06:19:01.0000000,DA00110036,421,2022-09-29T06:30:14.0000000
2022-09-29T06:20:16.0000000,DA00110036,443,2022-09-29T06:30:14.0000000
2022-09-29T06:17:47.0000000,DA00110036,435,2022-09-29T06:30:14.0000000
2022-09-29T06:16:41.0000000,DA00110036,431,2022-09-29T06:30:14.0000000
2022-09-29T06:15:23.0000000,DA00110036,439,2022-09-29T06:30:14.0000000
2022-09-29T06:27:36.0000000,DA00110035,473,2022-09-29T06:30:14.0000000
2022-09-29T06:28:51.0000000,DA00110035,453,2022-09-29T06:30:14.0000000
2022-09-29T06:26:23.0000000,DA00110035,434,2022-09-29T06:30:14.0000000
2022-09-29T06:28:16.0000000,DA00110049,446,2022-09-29T06:30:12.0000000
2022-09-29T06:25:16.0000000,DA00110035,431,2022-09-29T06:30:14.0000000
2022-09-29T06:24:03.0000000,DA00110035,444,2022-09-29T06:30:13.0000000
2022-09-29T06:21:42.0000000,DA00110035,453,2022-09-29T06:30:13.0000000
2022-09-29T06:22:58.0000000,DA00110035,436,2022-09-29T06:30:13.0000000
2022-09-29T06:19:22.0000000,DA00110035,457,2022-09-29T06:30:13.0000000
2022-09-29T06:18:08.0000000,DA00110035,447,2022-09-29T06:30:13.0000000
2022-09-29T06:20:29.0000000,DA00110035,439,2022-09-29T06:30:13.0000000
2022-09-29T06:15:49.0000000,DA00110035,459,2022-09-29T06:30:12.0000000
2022-09-29T06:17:03.0000000,DA00110035,444,2022-09-29T06:30:13.0000000
2022-09-29T06:25:52.0000000,DA00110049,424,2022-09-29T06:30:12.0000000
2022-09-29T06:26:59.0000000,DA00110049,455,2022-09-29T06:30:12.0000000
2022-09-29T06:24:39.0000000,DA00110049,448,2022-09-29T06:30:12.0000000
2022-09-29T06:23:32.0000000,DA00110049,442,2022-09-29T06:30:12.0000000
2022-09-29T06:28:00.0000000,DA00130004,454,2022-09-29T06:30:10.0000000
2022-09-29T06:26:53.0000000,DA00130004,472,2022-09-29T06:30:10.0000000
2022-09-29T06:29:09.0000000,DA00110033,428,2022-09-29T06:30:12.0000000
2022-09-29T06:22:06.0000000,DA00110031,463,2022-09-29T06:30:11.0000000
2022-09-29T06:21:01.0000000,DA00110031,460,2022-09-29T06:30:11.0000000
2022-09-29T06:28:02.0000000,DA00110033,433,2022-09-29T06:30:11.0000000
2022-09-29T06:26:49.0000000,DA00110033,431,2022-09-29T06:30:11.0000000
2022-09-29T06:18:36.0000000,DA00110033,446,2022-09-29T06:30:11.0000000
2022-09-29T06:19:43.0000000,DA00110033,429,2022-09-29T06:30:11.0000000
2022-09-29T06:25:35.0000000,DA00110033,434,2022-09-29T06:30:11.0000000
2022-09-29T06:17:22.0000000,DA00110033,435,2022-09-29T06:30:11.0000000
2022-09-29T06:16:21.0000000,DA00110031,446,2022-09-29T06:30:10.0000000
2022-09-29T06:15:02.0000000,DA00110033,447,2022-09-29T06:30:11.0000000
2022-09-29T06:17:27.0000000,DA00110031,447,2022-09-29T06:30:10.0000000
2022-09-29T06:16:16.0000000,DA00110033,435,2022-09-29T06:30:11.0000000
2022-09-29T06:19:46.0000000,DA00110031,455,2022-09-29T06:30:11.0000000
2022-09-29T06:18:41.0000000,DA00110031,447,2022-09-29T06:30:10.0000000
2022-09-29T06:15:07.0000000,DA00110031,439,2022-09-29T06:30:10.0000000
2022-09-29T06:24:07.0000000,DA00130001,417,2022-09-29T06:30:07.0000000
2022-09-29T06:25:13.0000000,DA00130001,410,2022-09-29T06:30:07.0000000
2022-09-29T06:22:53.0000000,DA00130001,405,2022-09-29T06:30:07.0000000
2022-09-29T06:21:48.0000000,DA00130001,412,2022-09-29T06:30:07.0000000
2022-09-29T06:20:33.0000000,DA00130001,411,2022-09-29T06:30:07.0000000
2022-09-29T06:19:28.0000000,DA00130001,410,2022-09-29T06:30:07.0000000
2022-09-29T06:18:14.0000000,DA00130001,410,2022-09-29T06:30:07.0000000
2022-09-29T06:16:59.0000000,DA00130001,406,2022-09-29T06:30:06.0000000
2022-09-29T06:15:53.0000000,DA00130001,417,2022-09-29T06:30:06.0000000
2022-09-29T06:10:12.0000000,DA00100001,432,2022-09-29T06:15:46.0000000
2022-09-29T06:09:04.0000000,DA00100001,437,2022-09-29T06:15:46.0000000
2022-09-29T06:13:28.0000000,DA00110045,431,2022-09-29T06:15:43.0000000
2022-09-29T06:12:23.0000000,DA00110045,437,2022-09-29T06:15:43.0000000
2022-09-29T06:05:06.0000000,DA00110045,450,2022-09-29T06:15:43.0000000
2022-09-29T06:11:05.0000000,DA00110045,434,2022-09-29T06:15:43.0000000
2022-09-29T06:03:48.0000000,DA00110045,438,2022-09-29T06:15:43.0000000
2022-09-29T06:13:57.0000000,DA00110043,440,2022-09-29T06:15:40.0000000
2022-09-29T06:12:43.0000000,DA00110043,441,2022-09-29T06:15:40.0000000
2022-09-29T06:11:28.0000000,DA00110043,429,2022-09-29T06:15:40.0000000
2022-09-29T06:08:03.0000000,DA00110043,426,2022-09-29T06:15:40.0000000
2022-09-29T06:09:08.0000000,DA00110043,416,2022-09-29T06:15:40.0000000
2022-09-29T06:10:23.0000000,DA00110043,437,2022-09-29T06:15:40.0000000
2022-09-29T06:06:49.0000000,DA00110043,438,2022-09-29T06:15:40.0000000
2022-09-29T06:05:43.0000000,DA00110043,428,2022-09-29T06:15:39.0000000
2022-09-29T06:04:29.0000000,DA00110043,425,2022-09-29T06:15:39.0000000
2022-09-29T06:03:16.0000000,DA00110043,416,2022-09-29T06:15:39.0000000
2022-09-29T06:02:09.0000000,DA00110043,422,2022-09-29T06:15:39.0000000
2022-09-29T06:00:56.0000000,DA00110043,432,2022-09-29T06:15:39.0000000
2022-09-29T06:13:29.0000000,DA00110041,420,2022-09-29T06:15:37.0000000
2022-09-29T06:11:09.0000000,DA00110041,425,2022-09-29T06:15:37.0000000
2022-09-29T06:12:14.0000000,DA00110041,423,2022-09-29T06:15:37.0000000
2022-09-29T06:09:54.0000000,DA00110041,431,2022-09-29T06:15:36.0000000
2022-09-29T06:08:48.0000000,DA00110041,433,2022-09-29T06:15:36.0000000
2022-09-29T06:06:19.0000000,DA00110041,426,2022-09-29T06:15:36.0000000
2022-09-29T06:07:34.0000000,DA00110041,431,2022-09-29T06:15:36.0000000
2022-09-29T06:02:54.0000000,DA00110041,422,2022-09-29T06:15:36.0000000
2022-09-29T06:03:59.0000000,DA00110041,420,2022-09-29T06:15:36.0000000
2022-09-29T06:05:14.0000000,DA00110041,428,2022-09-29T06:15:36.0000000
2022-09-29T06:01:40.0000000,DA00110041,426,2022-09-29T06:15:36.0000000
2022-09-29T06:00:34.0000000,DA00110041,421,2022-09-29T06:15:36.0000000
2022-09-29T06:04:02.0000000,DA00110038,404,2022-09-29T06:15:33.0000000
2022-09-29T06:13:00.0000000,DA00110036,421,2022-09-29T06:15:28.0000000
2022-09-29T06:12:53.0000000,DA00110037,430,2022-09-29T06:15:31.0000000
2022-09-29T06:03:16.0000000,DA00110037,415,2022-09-29T06:15:31.0000000
2022-09-29T06:00:52.0000000,DA00110037,423,2022-09-29T06:15:30.0000000
2022-09-29T06:10:29.0000000,DA00110037,434,2022-09-29T06:15:31.0000000
2022-09-29T06:04:32.0000000,DA00110037,423,2022-09-29T06:15:31.0000000
2022-09-29T06:11:48.0000000,DA00110037,418,2022-09-29T06:15:31.0000000
2022-09-29T06:02:11.0000000,DA00110037,420,2022-09-29T06:15:30.0000000
2022-09-29T06:10:38.0000000,DA00110036,432,2022-09-29T06:15:28.0000000
2022-09-29T06:09:21.0000000,DA00110036,425,2022-09-29T06:15:27.0000000
2022-09-29T06:11:44.0000000,DA00110036,428,2022-09-29T06:15:28.0000000
2022-09-29T06:06:58.0000000,DA00110036,423,2022-09-29T06:15:27.0000000
2022-09-29T06:08:16.0000000,DA00110036,432,2022-09-29T06:15:27.0000000
2022-09-29T06:05:42.0000000,DA00110036,415,2022-09-29T06:15:27.0000000
2022-09-29T06:00:56.0000000,DA00110036,417,2022-09-29T06:15:27.0000000
2022-09-29T06:02:14.0000000,DA00110036,433,2022-09-29T06:15:27.0000000
2022-09-29T06:04:36.0000000,DA00110036,430,2022-09-29T06:15:27.0000000
2022-09-29T06:03:20.0000000,DA00110036,428,2022-09-29T06:15:27.0000000
2022-09-29T06:11:10.0000000,DA00110035,465,2022-09-29T06:15:24.0000000
2022-09-29T06:12:15.0000000,DA00110035,431,2022-09-29T06:15:24.0000000
2022-09-29T06:13:30.0000000,DA00110035,439,2022-09-29T06:15:24.0000000
2022-09-29T06:09:55.0000000,DA00110035,458,2022-09-29T06:15:24.0000000
2022-09-29T06:07:36.0000000,DA00110035,458,2022-09-29T06:15:24.0000000
2022-09-29T06:08:49.0000000,DA00110035,454,2022-09-29T06:15:24.0000000
2022-09-29T06:06:21.0000000,DA00110035,431,2022-09-29T06:15:24.0000000
2022-09-29T06:05:16.0000000,DA00110035,438,2022-09-29T06:15:24.0000000
2022-09-29T06:04:01.0000000,DA00110035,440,2022-09-29T06:15:24.0000000
2022-09-29T06:01:42.0000000,DA00110035,436,2022-09-29T06:15:23.0000000
2022-09-29T06:02:56.0000000,DA00110035,427,2022-09-29T06:15:24.0000000
2022-09-29T06:00:27.0000000,DA00110035,439,2022-09-29T06:15:23.0000000
2022-09-29T06:12:41.0000000,DA00110049,440,2022-09-29T06:15:21.0000000
2022-09-29T06:11:36.0000000,DA00110049,436,2022-09-29T06:15:21.0000000
2022-09-29T06:10:17.0000000,DA00110049,453,2022-09-29T06:15:21.0000000
2022-09-29T06:04:17.0000000,DA00110049,430,2022-09-29T06:15:21.0000000
2022-09-29T06:00:36.0000000,DA00110049,427,2022-09-29T06:15:20.0000000
2022-09-29T06:03:00.0000000,DA00110049,450,2022-09-29T06:15:21.0000000
2022-09-29T06:01:53.0000000,DA00110049,434,2022-09-29T06:15:20.0000000
2022-09-29T06:13:52.0000000,DA00110031,450,2022-09-29T06:15:15.0000000
2022-09-29T06:13:57.0000000,DA00110033,428,2022-09-29T06:15:18.0000000
2022-09-29T06:12:42.0000000,DA00110033,442,2022-09-29T06:15:18.0000000
2022-09-29T06:09:08.0000000,DA00110033,435,2022-09-29T06:15:18.0000000
2022-09-29T06:11:28.0000000,DA00110033,434,2022-09-29T06:15:18.0000000
2022-09-29T06:10:23.0000000,DA00110033,432,2022-09-29T06:15:18.0000000
2022-09-29T06:08:03.0000000,DA00110033,444,2022-09-29T06:15:18.0000000
2022-09-29T06:06:48.0000000,DA00110033,428,2022-09-29T06:15:17.0000000
2022-09-29T06:05:34.0000000,DA00110033,436,2022-09-29T06:15:17.0000000
2022-09-29T06:07:42.0000000,DA00130003,426,2022-09-29T06:15:11.0000000
2022-09-29T06:06:35.0000000,DA00130003,423,2022-09-29T06:15:11.0000000
2022-09-29T06:12:47.0000000,DA00110031,441,2022-09-29T06:15:15.0000000
2022-09-29T06:11:33.0000000,DA00110031,446,2022-09-29T06:15:15.0000000
2022-09-29T06:09:13.0000000,DA00110031,439,2022-09-29T06:15:15.0000000
2022-09-29T06:06:53.0000000,DA00110031,435,2022-09-29T06:15:14.0000000
2022-09-29T06:07:58.0000000,DA00110031,424,2022-09-29T06:15:14.0000000
2022-09-29T06:10:27.0000000,DA00110031,436,2022-09-29T06:15:15.0000000
2022-09-29T06:05:39.0000000,DA00110031,442,2022-09-29T06:15:14.0000000
2022-09-29T06:04:33.0000000,DA00110031,446,2022-09-29T06:15:14.0000000
2022-09-29T06:03:18.0000000,DA00110031,437,2022-09-29T06:15:14.0000000
2022-09-29T06:02:03.0000000,DA00110031,435,2022-09-29T06:15:14.0000000
2022-09-29T06:00:58.0000000,DA00110031,431,2022-09-29T06:15:14.0000000
2022-09-29T06:12:19.0000000,DA00130001,406,2022-09-29T06:15:09.0000000
2022-09-29T06:13:33.0000000,DA00130001,402,2022-09-29T06:15:09.0000000
2022-09-29T06:11:04.0000000,DA00130001,399,2022-09-29T06:15:09.0000000
2022-09-29T06:09:59.0000000,DA00130001,402,2022-09-29T06:15:09.0000000
2022-09-29T06:08:44.0000000,DA00130001,405,2022-09-29T06:15:08.0000000
2022-09-29T06:04:05.0000000,DA00130001,403,2022-09-29T06:15:08.0000000
2022-09-29T06:01:45.0000000,DA00130001,402,2022-09-29T06:15:08.0000000
2022-09-29T06:05:11.0000000,DA00130001,410,2022-09-29T06:15:08.0000000
2022-09-29T06:02:51.0000000,DA00130001,411,2022-09-29T06:15:08.0000000
2022-09-29T06:00:32.0000000,DA00130001,410,2022-09-29T06:15:08.0000000
2022-09-29T06:07:39.0000000,DA00130001,403,2022-09-29T06:15:08.0000000
2022-09-29T06:06:25.0000000,DA00130001,402,2022-09-29T06:15:08.0000000
2022-09-29T05:58:39.0000000,DA00110047,420,2022-09-29T06:00:18.0000000
2022-09-29T05:59:28.0000000,DA00110034,433,2022-09-29T06:00:20.0000000
2022-09-29T05:58:23.0000000,DA00110034,423,2022-09-29T06:00:20.0000000
2022-09-29T05:58:45.0000000,AMNO-03,403,2022-09-29T06:00:20.0000000
2022-09-29T05:55:49.0000000,DA00110034,438,2022-09-29T06:00:20.0000000
2022-09-29T05:57:06.0000000,DA00110034,438,2022-09-29T06:00:20.0000000
2022-09-29T05:53:25.0000000,DA00110034,429,2022-09-29T06:00:20.0000000
2022-09-29T05:54:44.0000000,DA00110034,429,2022-09-29T06:00:20.0000000
2022-09-29T05:52:20.0000000,DA00110034,421,2022-09-29T06:00:20.0000000
